"id","user","userID","game","gameIndex","achieved","percent","total"
"92","Q9GDTYBp9narcYFJt75ZkLq3IaH3","45","-KcvaGpU9J72SVdCe0NC","1","1825","71","2600"
"93","QGNwwLheyChMvJsFYQUhYCcofjm2","46","-KYF7WyS6bmq3Lt14gLr","1","1800","70","2600"
"94","QnMRWd6gdxSfflPqVxuw1Gu6ADR2","47","-KYFAbmhXbmeVSMGJZ15","1","1575","83","1900"
"95","R9Bf4aeu54Mr9b9srv2K2CS6aTo1","48","-KYF1zsUwN1i9fXuR1pL","1","2025","75","2700"
"96","RYkXN61rm9hmB3AQr2JIcAoc9tc2","49","-KYFDtjF5vh5P5WA33WK","1","3200","80","4000"
"97","T2Lqe6PXDfYwOcvEKgoTNroN2rH2","50","-KYF_SvlqJpQmQ330y7h","1","1875","65","2900"
"98","TM7HcCjzM2Oznfd8ghPBhj1cZ2r1","51","-KYEuyaIpHpVuoZIb7QE","1","1975","50","4000"
"99","TM7HcCjzM2Oznfd8ghPBhj1cZ2r1","51","-KYF9maQf754lMpCzFJD","2","2200","69","3200"
"100","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYFhJCsX8pyWgWtSTIi","1","1425","80","1800"
"101","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYFhmcHFO5rHxHQV7wD","2","1750","93","1900"
"102","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYFiBbRAhOU-35xJcaw","3","2400","89","2700"
"103","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYFiV8IePQucCHWQS_w","4","1350","85","1600"
"104","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYFiqnzg51xzUg2xh2T","5","1250","90","1400"
"105","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYFj8JAaCj1TgYiZJn8","6","1425","95","1500"
"106","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYFjYCDgaKiLLSiLeKQ","7","925","93","1000"
"107","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYFjodXq21vH6ngZSvT","8","1075","90","1200"
"108","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYFk8zvVcxDrKQP-PLC","9","1700","95","1800"
"109","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYFkSJBwcYjVhtwkAW1","10","1375","92","1500"
"110","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYFklllJO125kd9C71x","11","775","97","800"
"111","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYFlADp97OMxD58ib_M","12","1025","94","1100"
"112","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYFlZEzXmSnGZnkzhmf","13","775","87","900"
"113","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYFlvGZPVZpRBA8LJte","14","1200","100","1200"
"114","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYKAl_-ppYQK2EnCl7J","15","2075","95","2200"
"115","Tr6xVgoboaQJUo0wb5FyNQUcsBh2","52","-KYKBDkwLBBXl0LUiEBv","16","2125","89","2400"
"116","UKSIqj7LWESb6OnH8QlTdSD6eOq2","53","-KYF2-87gb5Blij9jTdC","1","1350","72","1900"
"117","UbZpGj3CaIZvvfIgfbLR3SNFSCL2","54","-KbAoOJabi6sW8yxXC8X","1","1775","69","2600"
"118","Uh9KXg5AMKVIyiZKerPGyLyudd23","55","-KYFlEbXK4e9y5n-rHtI","1","2275","74","3100"
"119","UhYOX0p2KfSD8JPLIVv8TncpBCC2","56","-KYE5LYqrqyxlEiPSmNC","1","3675","95","3900"
"120","UnWkBusULRWmB6jHw7g2CuaaY0v1","57","-KeJwJSXtp3Aicwe5AWY","1","2250","81","2800"
